Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),label
533,30.814779885512127,78.25003959487017,17.278577084981453,1.8295597710242508,4.198034627914407,869,Balanced
521,13.133807861703946,80.1794886789079,36.68223899421052,7.5353283017368415,41.08214213928947,319,Balanced
280,35.4795717719647,45.44722424051286,40.770577800555095,7.168985854444529,18.951183813376574,769,Balanced
249,25.78569411027965,41.03681488008568,9.836297601713667,5.326197813704628,25.72337112098536,306,Balanced
255,18.36483766076527,26.99555384902741,23.075212013034644,4.833680288910532,12.487826598313621,47,Balanced
349,25.378245788238146,9.655986532151335,24.912309760519307,6.4,29.837015151329748,1,Balanced
439,45.56908965597538,46.264973818448176,42.867763181101225,7.791540970104407,1.1140377552016705,716,Balanced
439,23.92180761008423,16.419242357507585,18.830726327699587,3.579108128238464,12.203054436530815,295,Balanced
540,15.879201847107343,20.265732895956837,39.24831158102139,4.760399076446329,19.184535666617847,433,Balanced
320,32.87804583770312,47.09323390648082,12.035864678129617,6.486917425036931,28.66158021598046,790,Balanced
279,5.948732799697511,5.806661838511582,18.541564068371116,4.318320055906851,17.39963795183773,853,Balanced
533,24.195460820976752,72.52100187919424,4.020831646636441,6.772464941470302,34.58858717652568,642,Balanced
447,15.580591375629481,54.161368012979636,20.342329912050474,6.448243668345283,24.88123979165185,535,Balanced
76,5.5942879735922215,19.16236305178441,18.82538345500366,4.263192492180782,20.87732398333041,86,Balanced
427,17.910997852671013,53.860147458912316,13.10436506799058,3.9726757337115943,34.10929706515362,69,Balanced
216,28.15940842738779,34.99188275426975,5.931881685477557,7.244158108960656,9.852476464466363,364,Balanced
226,13.981735658237035,41.115889665164666,6.510563995381582,5.672201859138237,21.601117540467364,539,Balanced
100,7.299422612150944,64.66510143647798,34.3482550718239,4.523248689509433,8.390133348050318,814,Balanced
368,8.702866247181754,56.46504609539676,41.12065163700006,7.006153400487606,7.369232997561968,772,Balanced
253,25.904172634893953,29.314896664626698,17.820759156976823,8.023137916921662,41.356895846083134,208,Balanced
82,2.971940402394024,70.76328482872829,19.056078614178993,4.143880804788047,32.81223839042391,423,Balanced
412,21.198290048557933,33.003231386845314,17.38178269643906,8.094116081518509,25.248956508240145,259,Balanced
429,4.901036972554798,62.57926054890405,10.88295780438379,3.221257937373346,6.245626792411084,963,Balanced
344,28.60700061159759,54.84652670206164,4.411631675515409,3.206946595876726,13.434624947941904,987,Balanced
301,19.403682604139888,13.809202837088584,37.79754493057341,9.341717813946387,0.9799588372921479,836,Balanced
346,28.62428006959936,63.01801755090161,44.469724341401864,5.855387301199739,2.3972691351995947,362,Balanced
565,41.51099471619889,40.00721801122973,42.46970824708444,6.563799678617226,8.587397197408057,334,Balanced
599,8.478155525505446,84.8349322433839,8.210153706207878,9.32738699446605,22.25016280269572,139,Balanced
481,21.62750846783878,71.59442272308547,22.38661714895066,6.871189731956914,28.855389625320363,195,Balanced
511,28.64578926967597,72.74797132560869,25.273985662804343,6.869041929684261,23.84520964842131,881,Balanced
419,23.930292369917915,62.100626794142556,31.763248614941684,4.6796483881857505,8.088492256539949,954,Balanced
545,22.704675790486817,87.36587446899847,5.113002674193287,2.9315422369054263,14.165504168671827,279,Balanced
366,20.34373838708111,60.303542372367104,41.2720261352952,7.551124207643921,9.579098072348723,518,Balanced
272,13.668384789333539,51.376332859959724,12.142671680807808,3.6924060730503823,29.732815266747473,210,Balanced
298,32.937946497521004,42.294579071782714,3.8217574244449444,7.421683712869144,9.995374550549698,736,Balanced
449,11.71077058130576,24.225547642073177,46.4581091574063,2.903506936629973,10.638383905963726,413,Balanced
127,33.36767751958036,15.9771731477237,21.491307409105197,8.759094109519072,23.24959848137573,50,Balanced
535,18.244682129844264,33.46346827490923,41.99569367562346,9.52080923662335,16.205346889415736,459,Balanced
435,23.051156258372973,55.92572894549601,31.444118163928778,8.148341020595298,37.247938843769916,25,Balanced
519,21.26116750094752,59.16698935804652,19.08252548719523,4.576699159342346,42.11553389377177,566,Balanced
434,31.85380063161484,12.612125139284574,31.261750743329642,8.420530007447654,46.064855537016186,67,Balanced
313,17.361860048744816,90.22632535933056,25.043196281715517,6.735044475690368,7.883864398200869,452,Balanced
64,4.98938577789346,76.14528397374733,11.728655869257228,8.306013882383564,13.17393984300456,896,Balanced
119,48.948360701136274,16.02868726856301,24.286067344314787,4.193442804545107,20.27541144014844,21,Balanced
586,37.266033716548506,17.93236546197511,11.02244550304893,7.874148501016309,23.708319137449795,383,Balanced
218,15.157510097481218,6.959071888335692,24.560633679190165,5.437453294703386,19.91777013429847,293,Balanced
376,32.41709393535451,9.214530323227457,36.14957432523257,6.0995719343519506,19.315814520171607,82,Balanced
380,33.484670779932905,9.642803862398159,27.92925302283907,7.573618460009586,12.099219212613821,83,Balanced
509,34.67471015297693,65.06205150367485,28.55223028895642,3.3222479864020507,23.575637663450756,112,Balanced
448,36.90567695252834,56.585852649328736,44.19571977027895,7.201396722807293,17.330389785553468,961,Balanced
157,29.60038991065877,78.87102467811637,9.606439138600516,6.428585411224862,4.96399987170901,776,Balanced
306,41.28230695616639,52.58423582346231,10.20997757464995,9.097552063976753,10.168657477481569,143,Balanced
419,22.014133137514282,23.93014636502745,22.400928409326664,3.0415873599439816,49.42831281771968,400,Balanced
238,17.803046313288586,10.320795854496813,4.990332721610972,4.3584082910063735,33.61364655087309,609,Balanced
509,34.627674197878136,67.98562146874602,26.272109229195895,4.256214687460144,28.41112993736449,122,Balanced
436,34.80718979878549,28.828747261737515,40.96509857744953,5.93552280533399,19.091786496646428,916,Balanced
458,29.09351495794637,40.951083526418934,25.97249844468518,7.483301475954575,15.824553808926808,986,Balanced
500,22.522002763176733,79.53230507224313,18.864230411450354,2.1502811063711134,15.578650689418657,231,Balanced
506,12.457107029593631,24.611831116386906,20.666022165691242,6.179170149900619,11.095317712014154,165,Balanced
363,23.085928697302595,7.775602369142662,35.995869468736025,5.752237371101319,18.61923446677737,64,Balanced
544,26.448870826842715,43.90553408352901,4.6027670417645075,3.805534083529014,11.04699897700589,321,Balanced
311,14.798332298961151,36.30731727314535,3.535301626706242,2.493325096364906,29.377792872551723,803,Balanced
356,19.29550331145189,93.62867421002396,12.152312128874025,6.213797502386205,26.535996480900877,645,Balanced
144,45.85049870994976,39.8654997022961,4.075399960306147,6.372200277856974,6.147600238163121,904,Balanced
331,9.711032752838658,94.28040014607618,38.246554876406755,9.777793449432268,48.47686360668704,353,Balanced
369,20.830666462256726,32.622187835019375,13.290255859921956,5.3900168529181895,29.17179408560279,425,Balanced
409,34.703765986484015,25.96022554731613,23.483053060821945,3.3576477702688954,4.474826304048692,499,Balanced
456,41.787744830988885,49.78542234148622,12.907470750052688,8.249020676044465,11.149020676044465,837,Balanced
217,7.731422606113808,69.82647948097551,26.661557234438863,2.831817134373942,0.5097818572682628,275,Balanced
310,16.403956614174195,61.34529515024569,15.068690960948649,7.009719598264384,17.48978157801554,995,Balanced
534,32.45844156169182,79.47111292152144,10.6107864329876,3.969227994679419,13.312301588294723,165,Balanced
464,35.165796503675764,72.06656575729329,35.838270593843355,2.1107446840109336,15.376156560877941,223,Balanced
443,12.77996449108812,79.58294865345464,10.603339251485313,3.2882238475217034,27.83602158810085,6,Balanced
506,36.16526973185235,35.71378125600267,28.605622852650484,6.7714443357499166,26.5197351594014,647,Balanced
404,8.276020549783606,42.10761124932707,25.789478523341426,3.5634514061658837,8.402923362115374,811,Balanced
504,15.649803417190908,75.96845607211709,19.474901708595453,3.0319370935010905,38.284783758909995,350,Balanced
572,12.315741915374732,90.48030194446595,18.470758718927623,7.880709680770878,48.18984517000428,100,Balanced
293,23.222643715924878,38.601891152899164,27.160383242466345,7.079241868211495,29.694343247590872,302,Balanced
575,38.22797191781861,48.84330918273055,13.963985958909303,3.1076686324559715,37.904438640598386,206,Balanced
377,32.2953084792163,18.232017406457672,14.03810749191222,7.0004116195141055,20.093086675517238,540,Balanced
526,28.26326393214964,61.3547070662091,9.25640580032825,3.737601233746133,46.377782166343394,135,Balanced
161,13.195105138026069,95.92949766453361,8.134023371479266,5.136719626325377,36.07246028025597,842,Balanced
71,3.8519535436890884,23.113991586770556,17.99192190230419,3.984741289441704,15.636993994741902,88,Balanced
303,14.076415755791201,37.83559982043471,8.68896550332181,7.006954819895717,39.05026708565235,762,Balanced
503,30.58810472692751,28.91104155519846,13.447524193925139,6.840580533002376,1.8028457666470654,905,Balanced
435,22.05524124008151,59.83700459516599,36.186961517018084,6.72854681248691,31.667489948841027,286,Balanced
104,5.875043238683853,17.5382200334057,28.941798581092268,4.125741652747625,30.4166954924559,992,Balanced
516,22.937494325762184,63.961157883461794,26.061942690876656,6.1121872118816185,9.88474749981017,841,Balanced
559,21.755899847216792,71.98677007670899,40.12336122163087,7.927651908203117,30.748986870166014,975,Balanced
593,22.865760802723504,13.052543026410873,18.642804259595025,4.808565062318524,8.064195863393735,663,Balanced
343,6.504891884950254,24.81358529479755,12.711957122362332,8.298913323769089,23.57825910773716,507,Balanced
568,14.368598445980062,78.52479792797341,10.28289686217263,4.566335272407697,7.6304073712430265,347,Balanced
470,44.31552860642373,54.18465858192712,4.646947995032414,5.013493936445339,37.33789777524555,416,Balanced
436,46.71525628052259,94.25073371757614,13.811839206888127,9.776241219002099,40.057648232066704,425,Balanced
320,33.27356658406681,22.23221404184954,10.630614528267419,8.010738013949846,2.6626227606462476,563,Balanced
495,13.74340849230903,72.22167657931155,19.321787246683428,7.465195738992458,6.439051042972344,193,Balanced
148,7.3290786265517305,48.467308966969235,7.125497230381155,4.592347729854807,10.538261350725962,426,Balanced
295,8.53823913184084,13.28018535454307,7.799691075761551,5.9464401222251375,34.77306559899335,462,Balanced
436,28.209150978454282,75.6636224792899,32.565910223903465,6.9948005804237035,30.6831538805728,234,Balanced
309,9.605953414600407,96.19404658539959,13.008334780440569,6.621245103199875,31.925004341321706,616,Balanced
510,13.249078279333233,72.3637079955045,42.05189130819442,7.566989862509219,44.58583912197227,20,Balanced
261,25.97505113000677,46.034693993308856,16.76825676721476,7.144520924635302,23.910392541027925,186,Balanced
340,8.85312306006733,27.693118599274598,11.838280765016833,6.466334962736454,46.01973347219462,109,Balanced
226,49.176312138151275,31.07422938710308,14.909761179876172,6.227874201437417,9.648069974046855,479,Balanced
506,40.081277440532006,17.488968744848968,24.81103125515103,3.660159680066501,41.93918826910504,724,Balanced
433,10.781402586561482,62.335788196777436,39.51806992715117,7.018377627485455,26.93583215396805,257,Balanced
103,13.599465117061534,85.97155127732664,23.008038887001764,3.3383861990399204,8.827974075332158,420,Balanced
557,21.8244258831064,10.299221861387243,26.177130394119114,8.263788192910646,24.78743593740429,624,Balanced
557,12.707290270930766,97.61195954999367,7.0600505625079,5.10381797497156,6.7149262208738865,271,Balanced
226,8.075948834328097,85.3388913104458,46.767050459204086,7.1771002119403455,5.22850035323391,243,Balanced
338,31.57220928548483,40.04689002416641,21.07675405590397,4.251036658611198,9.685884915417574,927,Balanced
523,18.230959213615932,24.37273212050527,11.734650547737136,4.902209467916926,27.980582081370116,504,Balanced
478,41.71372157113205,67.1563897566907,31.335341146415466,4.886278428867955,35.38797222269987,208,Balanced
324,13.034451030973514,22.650061181552005,38.3306402656569,9.14612805313138,47.55320132828451,236,Balanced
468,21.683166245217834,77.01940228702055,46.60613959316975,2.945345178688037,6.221388323224829,543,Balanced
365,25.757432415309776,80.91952228332788,35.15716701715859,8.541336871975348,14.648021231852095,229,Balanced
499,35.30568027188016,30.345291545091495,35.46055626790011,7.483545578249587,44.483629348805316,915,Balanced
507,33.90084953518345,47.560978595178725,17.462604154750736,2.13045254219192,9.446814243062072,363,Balanced
468,25.67883965990316,68.93644550063215,8.536672190539342,4.006702207437795,11.71340441487559,588,Balanced
503,41.26359679933658,53.90777650767325,9.316921634508299,7.648043783990088,31.81426499012869,59,Balanced
362,36.5186502481963,42.39793679325116,41.0564284959041,4.556428495904104,13.680079272771682,620,Balanced
414,13.539944512816849,19.501932528933235,13.000163834842756,4.0653783140445094,8.588404826400586,512,Balanced
308,42.035931454888605,34.04559723469099,23.75253135017244,4.152439425994965,2.4787051010811836,26,Balanced
357,14.734284794345044,91.31358777177921,14.534477233075618,2.7697776346758958,6.710156072552346,331,Balanced
544,24.52513525492515,9.18161366897279,4.467711438637417,7.213902230335373,15.78339820010545,405,Balanced
197,15.576255338643424,69.01906727894693,6.255000688857216,9.297812629160727,34.54157382309049,211,Balanced
166,24.951484359869625,70.90855562258872,26.353196036482156,3.573527962118987,4.982083584707709,572,Balanced
156,10.011095127978463,19.515201521878893,22.10936626150199,5.71902021939165,11.054683130750995,4,Balanced
521,29.985023251084357,32.758099618451155,17.135720783615085,2.4512824217554665,6.870338946781085,237,Balanced
416,24.918199704977294,60.7526418061557,21.999804220366546,4.633659470202966,26.16947154125718,422,Balanced
161,22.929909210690237,47.88283700292749,3.78869258740201,5.734401838133883,23.6805148452168,88,Balanced
433,25.82698122681034,83.21265430172792,38.531349061340514,4.50972171469181,6.982141552064653,18,Balanced
402,29.757966984334065,95.71463714310381,23.33470000095927,9.516410793656885,38.33128634925507,234,Balanced
488,27.09799883885107,96.32393439763487,19.570582293243646,5.3546127721283465,8.383790275760123,35,Balanced
93,3.3944618568542078,20.97340169849093,26.022855491380984,7.727495968017923,22.875976022352788,890,Balanced
514,31.040267724989473,75.93318798269908,44.66684248654004,1.65662845576808,4.996957119235799,528,Balanced
498,35.99294990025031,90.8213007093749,32.44016947462537,4.529443914875013,30.881131234749525,864,Balanced
414,17.917389308458333,82.45168976308675,29.40551098351679,8.20055109835168,20.340754247419156,389,Balanced
589,36.86688702507151,86.49844844603537,21.72960779479205,8.27039220520795,8.248369511567518,206,Balanced
503,17.861551352887673,84.15050897862663,11.014779028194631,3.727831457708054,10.618940866984987,230,Balanced
550,42.774623312951206,84.64999671015678,27.200131593728837,4.57499835507839,39.44985195705506,208,Balanced
480,14.728031728433983,83.31307517901534,27.221650919793248,3.9127616172814736,14.160460901220063,578,Balanced
227,11.574098232256528,95.65066359087041,41.98782896544916,5.465766785580556,3.133558303604861,208,Balanced
414,12.507706608069322,26.21664033629781,32.480105958403094,1.8618666921437734,5.46349354479332,815,Balanced
273,7.137901592100328,76.33088589105203,47.00596229548859,5.171579057937102,10.171937195806803,126,Balanced
592,20.272325962209486,69.16720837749125,4.415813735880295,5.7798447799002455,14.088915798588548,389,Balanced
596,41.56142519081846,35.617058378810455,23.38704740105769,2.9067390403762667,13.68789051253685,609,Balanced
246,14.77558454466289,41.443237611490744,9.054720129906059,4.7764723048079585,28.33648981384914,319,Balanced
353,20.37051952273317,39.374665728408566,5.742359118706374,4.855237760145917,10.63230660970219,662,Balanced
367,38.03404701350707,30.75700572471786,33.85793601496671,8.439701757940831,8.855514514422016,458,Balanced
151,7.99381014322954,32.35639647279753,21.547318303668902,6.494497905092924,43.541265711803064,484,Balanced
490,35.446777875901454,82.3998222083364,14.784604920992408,5.4312050052302565,32.849343722402715,286,Balanced
396,32.98219607588072,93.49402020333417,28.938108139607447,3.825033866469553,20.484696367249626,320,Balanced
535,7.050052894933478,69.63010125601551,31.890213091017724,9.27004987236585,18.650007556419066,508,Balanced
292,24.179088219515787,99.15024116910736,20.455764747957904,5.946514703252631,46.23029406505262,505,Balanced
335,37.88391619127295,65.67012897293316,39.53531428272642,9.48341659875328,2.2907091143372877,322,Balanced
349,30.822285484723526,50.72557438418457,11.189141938894112,4.417857860238975,40.19300020086691,367,Balanced
212,11.425267957251963,83.25136027624166,37.56723003343705,7.6743198618791695,32.30857383831884,336,Balanced
589,29.574896905915313,90.25680088512645,13.316637610158567,1.8339172561079855,41.7576172599659,941,Balanced
167,16.61511074903525,82.72223447433367,25.217190206721718,7.463650397873111,4.310110589024505,835,Balanced
568,20.691580307894597,23.779813545387086,13.277006981351947,7.90768086617928,36.404185056107806,970,Balanced
493,36.854399869379925,40.99018427878672,43.026020330287324,4.3,12.396728092928907,242,Balanced
597,17.883812770286454,17.266333996127766,37.075366916035556,6.099941293434312,24.509443865867606,853,Balanced
548,43.12838580616187,53.672463783603234,48.589955023289825,4.690829585274152,3.661569217127949,784,Balanced
440,45.935133740586934,53.54681900013396,12.90584262977351,5.489015833444965,14.149259926035077,772,Balanced
431,14.711126743700781,12.225552819852364,14.484257630864501,7.126482979604658,19.815935435751307,786,Balanced
456,22.58816657190639,71.38745099836189,28.925455790048456,8.05109047348304,15.224740216503964,840,Balanced
490,37.83582420265831,68.53136346560873,30.38647948258958,8.348424911406479,32.68739929125183,295,Balanced
529,34.41192897415709,16.575257882638734,11.46818818425133,5.896980916083766,10.778571689570665,382,Balanced
545,24.94387433856052,21.570196903026172,44.4419053082988,8.756732301008723,31.391378321183204,687,Balanced
501,4.125855577297131,71.59608806502409,34.70537912189702,6.061858211374585,28.6153421463968,369,Balanced
227,18.81716228059431,31.11759426731011,16.435205275768467,9.184116938404847,42.659212379222616,809,Balanced
370,36.2084529456824,44.21017189492418,45.58250434073042,4.796338117827296,37.37884245855771,533,Balanced
343,16.38541729854915,89.72121230503248,13.903882880210045,3.61231038777393,22.109469995677777,588,Balanced
184,6.184075110246294,16.692241317395986,14.854063120253466,8.858513781731228,32.18701557346963,384,Balanced
505,32.669964706759785,55.26889910763059,11.021410391154923,6.511212542758949,25.738254657676457,694,Balanced
485,13.447257212873092,60.92872503236238,34.081640774301725,4.75892018063048,26.05917961284914,873,Balanced
263,13.40250724703705,51.72915160104648,23.5310342767431,4.568651943974134,11.524764665537923,47,Balanced
557,22.04825508648783,76.18077299084247,9.842694099715384,1.6623939979649922,26.627707171958157,528,Balanced
492,26.061913141999497,74.12944120281465,40.9836287444399,3.422770943219696,10.284819371186869,783,Balanced
436,29.846444424158072,83.78517158069977,33.270202342939726,3.5062019777850653,22.581394066644805,700,Balanced
214,14.565567255757859,92.96698652042114,25.214232801096696,2.671494243342834,3.3852673410396914,420,Balanced
236,10.439189175610235,71.92093553568535,27.441767145291035,7.944345114971835,11.421829500938822,77,Balanced
118,11.080292564754316,87.69553713860502,20.25912230573705,6.11065065715766,31.418432331989973,515,Balanced
541,18.33734799485678,35.52846138338886,25.497810184623575,7.472633524299354,11.082099427101937,618,Balanced
224,28.324272148721523,34.32705361651691,8.475709288804403,3.621620618244645,4.016169057498299,736,Balanced
376,30.25694622811201,46.02469014559706,38.7847235862033,4.117283857353621,11.739198533448581,620,Balanced
491,26.28459430379317,19.529903277347305,38.47542719012966,6.233369156538036,6.753997850607718,776,Balanced
537,7.205445640124523,29.41981053036415,27.451421022268875,7.316298253485847,7.652407037335845,997,Balanced
388,23.924834962982292,60.72190149395075,31.21139408478963,7.418307876848382,32.63086207941252,171,Balanced
370,15.79288536194405,11.762595393678204,29.072627704397803,4.339963191779107,26.347989040354783,986,Balanced
289,12.359820015680793,83.50068828852658,25.839491695792645,7.034992087812434,15.807464395155948,298,Balanced
365,40.930166743138706,33.190520456189,14.198807471983798,8.976927744639893,9.36804446483699,298,Balanced
581,43.19850853331115,77.13077482539418,23.170762097622415,5.981538741269709,47.23384867142738,624,Balanced
210,15.653859142171306,7.779721847053211,14.723197839026497,6.877311801422092,13.492143559045578,985,Balanced
66,7.323317349844766,18.62227191624608,38.89781753299686,6.330829337461192,23.818515922437868,932,Balanced
406,13.849817434699839,52.114645142276885,37.68754564132504,2.984002739433921,8.02417845614928,494,Balanced
481,20.243337831497612,25.25600077111388,10.063834843431342,5.266499710832297,43.92732934924497,931,Balanced
190,12.255031024694363,15.584656045418152,33.49616401135454,5.105724299745752,3.628238470621011,590,Balanced
260,13.629149605084281,85.07390551479313,8.208812147897643,6.912881889984677,44.605757028020236,813,Balanced
504,24.746682801518748,40.8247382577197,41.28482401088679,6.2020413529115395,2.615175989113217,815,Balanced
319,9.301171674986097,26.60597482167624,13.864449456907105,5.103696965177082,44.78521213929167,390,Balanced
563,10.693153180907215,56.13964139606395,15.356554815551174,8.435212602165247,10.974405743309129,287,Balanced
502,12.127984521435854,76.08641473900673,36.13387599963288,6.265465130267183,39.51472869549256,29,Balanced
544,18.318959582643714,30.165089950347593,17.4947340476387,5.54312125206885,10.023817462760695,105,Balanced
401,22.85643159671983,87.25661830258088,27.899937764712984,5.028713680656034,8.956493832006844,324,Balanced
390,43.55495235011189,42.862173261383354,34.66876474819601,2.2072209112714654,1.8554156834535989,498,Balanced
587,28.66877941243429,78.41641984969371,44.52169595536343,2.924342646322284,37.19575147346744,109,Balanced
473,19.560788864946474,83.41256401809622,30.718933586796076,8.434185527815039,40.63288534617954,449,Balanced
574,14.260529142358244,51.883682514585054,27.353693255546382,6.1349503080525745,40.83285522054226,260,Balanced
197,8.673301078194235,26.42575626012615,19.345659494708855,5.742232973935255,5.311164869676273,140,Balanced
271,16.06249352870753,65.85368334568756,9.019989645932048,2.381246764353765,27.464914578939396,72,Balanced
436,44.92151567152977,53.87837288203421,17.92084699291369,6.318952403501482,10.716612028345223,761,Balanced
450,17.348337471165973,52.736911925567114,3.6841174325771835,7.040802965313116,23.598744249024524,230,Balanced
68,4.190650039894715,69.57141970571618,30.97320843893836,6.166843471322658,43.77002595513051,80,Balanced
581,41.39963835712479,32.17448560112316,6.8996383571247915,5.724466890832511,24.11633620760921,365,Balanced
